attempt_id,event_id,inserttime,metadata
2,6,12/31/2013 06:35:16,{}
2,6,12/31/2013 06:36:15,{}
2,6,12/31/2013 06:37:14,{}
2,6,12/31/2013 06:38:15,{}
2,5,12/31/2013 06:38:55,{'qid': '117086'}
2,6,12/31/2013 06:39:15,{}
2,5,12/31/2013 06:40:02,{'qid': '117086'}
2,6,12/31/2013 06:40:14,{}
2,5,12/31/2013 06:41:05,{'qid': '117086'}
2,6,12/31/2013 06:41:14,{}
2,6,12/31/2013 06:42:15,{}
2,6,12/31/2013 06:43:16,{}
2,5,12/31/2013 06:43:25,{'qid': '117086'}
2,6,12/31/2013 06:44:15,{}
2,6,12/31/2013 06:45:15,{}
2,6,12/31/2013 06:46:14,{}
2,6,12/31/2013 06:47:15,{}
2,6,12/31/2013 06:48:16,{}
2,6,12/31/2013 06:49:15,{}
2,6,12/31/2013 06:50:15,{}
2,6,12/31/2013 06:51:14,{}
2,6,12/31/2013 06:52:15,{}
2,6,12/31/2013 06:52:15,{}
2,6,12/31/2013 06:53:15,{}
2,6,12/31/2013 06:54:15,{}
2,6,12/31/2013 06:55:14,{}
2,6,12/31/2013 06:56:15,{}
2,6,12/31/2013 06:57:14,{}
2,6,12/31/2013 06:58:16,{}
2,6,12/31/2013 06:59:15,{}
2,6,12/31/2013 07:00:16,{}
2,6,12/31/2013 07:01:14,{}
2,5,12/31/2013 07:01:31,{'qid': '117086'}
2,6,12/31/2013 07:02:14,{}
2,6,12/31/2013 07:03:15,{}
2,6,12/31/2013 07:04:15,{}
2,6,12/31/2013 07:05:14,{}
2,6,12/31/2013 07:06:15,{}
2,4,12/31/2013 07:06:50,"{'qid': '117086', 'qno': '2'}"
2,2,12/31/2013 07:06:51,{}
2,3,12/31/2013 07:06:56,"{'qid': '1455', 'qno': '1'}"
2,3,12/31/2013 07:06:57,"{'qid': '1455', 'qno': '1'}"
2,5,12/31/2013 07:07:10,{'qid': '1455'}
2,6,12/31/2013 07:07:13,{}
3,,,{}
4,,,{}
5,1,01/12/2014 04:34:55,{}
5,2,01/12/2014 04:34:55,{}
5,6,01/12/2014 04:34:56,{}
5,3,01/12/2014 04:35:01,"{'qid': '1455', 'qno': '1'}"
5,6,01/12/2014 04:35:56,{}
5,6,01/12/2014 04:36:55,{}
5,6,01/12/2014 04:36:56,{}
5,6,01/12/2014 04:37:55,{}
5,6,01/12/2014 04:37:55,{}
5,6,01/12/2014 04:37:56,{}
5,6,01/12/2014 04:37:56,{}
5,6,01/12/2014 04:38:58,{}
5,6,01/12/2014 04:39:56,{}
5,6,01/12/2014 04:39:56,{}
5,6,01/12/2014 04:40:55,{}
5,6,01/12/2014 04:40:56,{}
5,6,01/12/2014 04:41:55,{}
5,6,01/12/2014 04:41:55,{}
5,6,01/12/2014 04:41:56,{}
5,6,01/12/2014 04:41:57,{}
5,5,01/12/2014 04:42:03,{'qid': '1455'}
5,6,01/12/2014 04:42:57,{}
5,5,01/12/2014 04:42:59,{'qid': '1455'}
5,5,01/12/2014 04:43:30,{'qid': '1455'}
5,6,01/12/2014 04:43:56,{}
5,5,01/12/2014 04:44:01,{'qid': '1455'}
5,5,01/12/2014 04:44:24,{'qid': '1455'}
5,5,01/12/2014 04:44:39,{'qid': '1455'}
5,6,01/12/2014 04:44:55,{}
5,6,01/12/2014 04:44:56,{}
5,5,01/12/2014 04:45:08,{'qid': '1455'}
5,6,01/12/2014 04:45:55,{}
5,6,01/12/2014 04:45:56,{}
5,6,01/12/2014 04:46:55,{}
5,6,01/12/2014 04:46:55,{}
5,6,01/12/2014 04:46:56,{}
5,6,01/12/2014 04:47:57,{}
5,6,01/12/2014 04:48:56,{}
5,6,01/12/2014 04:49:55,{}
5,6,01/12/2014 04:49:56,{}
5,6,01/12/2014 04:50:55,{}
5,6,01/12/2014 04:50:56,{}
5,6,01/12/2014 04:50:56,{}
5,6,01/12/2014 04:50:57,{}
5,6,01/12/2014 04:51:58,{}
5,6,01/12/2014 04:52:56,{}
5,6,01/12/2014 04:53:57,{}
5,6,01/12/2014 04:54:56,{}
5,6,01/12/2014 04:55:55,{}
5,6,01/12/2014 04:55:55,{}
5,6,01/12/2014 04:55:56,{}
5,6,01/12/2014 04:55:56,{}
5,6,01/12/2014 04:56:56,{}
5,6,01/12/2014 04:57:56,{}
5,5,01/12/2014 04:58:17,{'qid': '1455'}
5,6,01/12/2014 04:58:55,{}
5,6,01/12/2014 04:58:56,{}
5,5,01/12/2014 04:59:15,{'qid': '1455'}
5,6,01/12/2014 04:59:55,{}
5,6,01/12/2014 04:59:56,{}
5,6,01/12/2014 05:00:57,{}
5,5,01/12/2014 05:01:19,{'qid': '1455'}
5,5,01/12/2014 05:01:55,{'qid': '1455'}
5,6,01/12/2014 05:01:56,{}
5,6,01/12/2014 05:02:55,{}
5,6,01/12/2014 05:02:56,{}
5,5,01/12/2014 05:03:44,{'qid': '1455'}
5,6,01/12/2014 05:03:55,{}
5,6,01/12/2014 05:03:56,{}
5,5,01/12/2014 05:04:22,{'qid': '1455'}
5,6,01/12/2014 05:04:55,{}
5,6,01/12/2014 05:04:55,{}
5,6,01/12/2014 05:04:56,{}
5,5,01/12/2014 05:04:57,{'qid': '1455'}
5,5,01/12/2014 05:05:11,{'qid': '1455'}
5,6,01/12/2014 05:05:56,{}
5,5,01/12/2014 05:06:37,{'qid': '1455'}
5,6,01/12/2014 05:06:56,{}
5,6,01/12/2014 05:06:56,{}
5,5,01/12/2014 05:07:25,{'qid': '1455'}
5,5,01/12/2014 05:07:37,{'qid': '1455'}
5,6,01/12/2014 05:07:55,{}
5,6,01/12/2014 05:07:56,{}
5,5,01/12/2014 05:08:33,{'qid': '1455'}
5,6,01/12/2014 05:08:55,{}
5,6,01/12/2014 05:08:56,{}
5,6,01/12/2014 05:08:56,{}
5,6,01/12/2014 05:08:57,{}
5,6,01/12/2014 05:09:56,{}
5,6,01/12/2014 05:10:56,{}
5,6,01/12/2014 05:11:56,{}
5,6,01/12/2014 05:11:56,{}
5,6,01/12/2014 05:11:56,{}
5,5,01/12/2014 05:12:11,{'qid': '1455'}
5,6,01/12/2014 05:12:56,{}
5,6,01/12/2014 05:13:55,{}
5,6,01/12/2014 05:13:55,{}
5,6,01/12/2014 05:13:56,{}
5,6,01/12/2014 05:13:57,{}
5,6,01/12/2014 05:14:56,{}
5,6,01/12/2014 05:15:56,{}
5,6,01/12/2014 05:16:55,{}
5,6,01/12/2014 05:16:56,{}
5,5,01/12/2014 05:17:10,{'qid': '1455'}
5,6,01/12/2014 05:17:55,{}
5,6,01/12/2014 05:17:55,{}
5,6,01/12/2014 05:17:56,{}
5,6,01/12/2014 05:17:56,{}
5,5,01/12/2014 05:18:12,{'qid': '1455'}
5,5,01/12/2014 05:18:54,{'qid': '1455'}
5,6,01/12/2014 05:18:57,{}
5,5,01/12/2014 05:19:23,{'qid': '1455'}
5,5,01/12/2014 05:19:48,{'qid': '1455'}
5,6,01/12/2014 05:19:55,{}
5,6,01/12/2014 05:19:56,{}
5,5,01/12/2014 05:20:10,{'qid': '1455'}
5,5,01/12/2014 05:20:24,{'qid': '1455'}
5,6,01/12/2014 05:20:55,{}
5,6,01/12/2014 05:20:56,{}
5,6,01/12/2014 05:21:57,{}
5,5,01/12/2014 05:22:22,{'qid': '1455'}
5,5,01/12/2014 05:22:30,{'qid': '1455'}
5,5,01/12/2014 05:22:47,{'qid': '1455'}
5,6,01/12/2014 05:22:56,{}
5,6,01/12/2014 05:23:56,{}
5,6,01/12/2014 05:24:55,{}
5,6,01/12/2014 05:24:56,{}
5,6,01/12/2014 05:25:55,{}
5,6,01/12/2014 05:25:55,{}
5,6,01/12/2014 05:25:56,{}
5,6,01/12/2014 05:26:57,{}
5,5,01/12/2014 05:27:03,{'qid': '1455'}
5,5,01/12/2014 05:27:18,{'qid': '1455'}
5,4,01/12/2014 05:27:54,"{'qid': '1455', 'qno': '1'}"
5,3,01/12/2014 05:27:54,"{'qid': '117086', 'qno': '2'}"
5,6,01/12/2014 05:27:57,{}
5,6,01/12/2014 05:28:56,{}
5,6,01/12/2014 05:29:56,{}
5,6,01/12/2014 05:30:55,{}
5,6,01/12/2014 05:30:56,{}
5,6,01/12/2014 05:31:55,{}
5,6,01/12/2014 05:31:56,{}
5,6,01/12/2014 05:32:55,{}
5,6,01/12/2014 05:32:55,{}
5,6,01/12/2014 05:32:56,{}
5,6,01/12/2014 05:32:57,{}
5,6,01/12/2014 05:33:56,{}
5,6,01/12/2014 05:34:56,{}
5,6,01/12/2014 05:35:55,{}
5,6,01/12/2014 05:35:56,{}
5,6,01/12/2014 05:36:55,{}
5,6,01/12/2014 05:36:56,{}
5,6,01/12/2014 05:37:57,{}
5,6,01/12/2014 05:38:56,{}
5,6,01/12/2014 05:39:56,{}
5,6,01/12/2014 05:40:55,{}
5,6,01/12/2014 05:40:56,{}
5,6,01/12/2014 05:41:55,{}
5,6,01/12/2014 05:41:55,{}
5,6,01/12/2014 05:41:56,{}
5,6,01/12/2014 05:42:57,{}
5,6,01/12/2014 05:43:56,{}
5,5,01/12/2014 05:43:59,{'qid': '117086'}
5,6,01/12/2014 05:44:55,{}
5,6,01/12/2014 05:44:56,{}
5,6,01/12/2014 05:45:55,{}
5,6,01/12/2014 05:45:56,{}
5,6,01/12/2014 05:46:57,{}
5,6,01/12/2014 05:47:56,{}
5,6,01/12/2014 05:48:56,{}
5,6,01/12/2014 05:49:55,{}
5,6,01/12/2014 05:49:56,{}
5,6,01/12/2014 05:50:55,{}
5,6,01/12/2014 05:50:55,{}
5,6,01/12/2014 05:50:56,{}
5,6,01/12/2014 05:51:57,{}
5,6,01/12/2014 05:52:57,{}
5,6,01/12/2014 05:53:55,{}
5,6,01/12/2014 05:53:56,{}
5,6,01/12/2014 05:54:55,{}
5,6,01/12/2014 05:54:56,{}
5,6,01/12/2014 05:56:57,{}
5,6,01/12/2014 05:57:56,{}
5,6,01/12/2014 05:58:55,{}
5,6,01/12/2014 05:58:56,{}
5,6,01/12/2014 05:59:55,{}
5,6,01/12/2014 05:59:55,{}
5,6,01/12/2014 05:59:56,{}
5,6,01/12/2014 05:59:57,{}
5,6,01/12/2014 06:00:58,{}
5,6,01/12/2014 06:01:56,{}
5,6,01/12/2014 06:01:56,{}
5,6,01/12/2014 06:02:55,{}
5,6,01/12/2014 06:02:56,{}
5,6,01/12/2014 06:03:55,{}
5,6,01/12/2014 06:03:56,{}
5,5,01/12/2014 06:04:30,{'qid': '117086'}
5,6,01/12/2014 06:04:56,{}
6,,,{}
7,,,{}
8,6,01/18/2014 05:13:06,{}
8,6,01/18/2014 05:13:06,{}
8,6,01/18/2014 05:13:06,{}
8,6,01/18/2014 05:13:07,{}
8,6,01/18/2014 05:13:07,{}
8,3,01/18/2014 05:13:36,"{'qid': '117086', 'qno': '2'}"
8,6,01/18/2014 05:14:06,{}
8,6,01/18/2014 05:14:07,{}
8,3,01/18/2014 05:14:29,"{'qid': '1455', 'qno': '1'}"
8,6,01/18/2014 05:15:07,{}
8,6,01/18/2014 05:16:08,{}
8,6,01/18/2014 05:17:06,{}
8,6,01/18/2014 05:17:06,{}
8,6,01/18/2014 05:17:07,{}
8,6,01/18/2014 05:17:07,{}
8,6,01/18/2014 05:18:07,{}
8,6,01/18/2014 05:19:06,{}
8,6,01/18/2014 05:19:07,{}
8,6,01/18/2014 05:20:06,{}
8,6,01/18/2014 05:20:07,{}
8,6,01/18/2014 05:21:06,{}
8,6,01/18/2014 05:21:06,{}
8,6,01/18/2014 05:21:07,{}
8,6,01/18/2014 05:21:07,{}
8,6,01/18/2014 05:22:07,{}
8,6,01/18/2014 05:23:08,{}
8,5,01/18/2014 05:23:44,{'qid': '1455'}
8,6,01/18/2014 05:24:06,{}
8,6,01/18/2014 05:24:06,{}
8,6,01/18/2014 05:24:07,{}
8,6,01/18/2014 05:24:07,{}
8,5,01/18/2014 05:24:40,{'qid': '1455'}
8,6,01/18/2014 05:25:07,{}
8,6,01/18/2014 05:26:07,{}
8,6,01/18/2014 05:26:07,{}
8,6,01/18/2014 05:26:07,{}
8,6,01/18/2014 05:27:07,{}
8,6,01/18/2014 05:28:07,{}
8,6,01/18/2014 05:29:07,{}
8,6,01/18/2014 05:30:07,{}
8,6,01/18/2014 05:31:06,{}
8,6,01/18/2014 05:31:07,{}
8,6,01/18/2014 05:31:07,{}
8,6,01/18/2014 05:32:07,{}
8,6,01/18/2014 05:33:07,{}
8,6,01/18/2014 05:34:07,{}
8,3,01/18/2014 05:34:26,"{'qid': '117086', 'qno': '2'}"
8,6,01/18/2014 05:35:07,{}
8,3,01/18/2014 05:35:14,"{'qid': '1455', 'qno': '1'}"
8,6,01/18/2014 05:36:07,{}
8,6,01/18/2014 05:37:07,{}
8,6,01/18/2014 05:38:07,{}
8,6,01/18/2014 05:39:08,{}
8,6,01/18/2014 05:40:06,{}
8,6,01/18/2014 05:40:06,{}
8,6,01/18/2014 05:40:06,{}
8,6,01/18/2014 05:40:07,{}
8,6,01/18/2014 05:41:08,{}
8,6,01/18/2014 05:42:07,{}
8,6,01/18/2014 05:43:07,{}
8,5,01/18/2014 05:43:13,{'qid': '1455'}
8,6,01/18/2014 05:44:07,{}
8,5,01/18/2014 05:44:42,{'qid': '1455'}
8,6,01/18/2014 05:45:06,{}
8,6,01/18/2014 05:45:06,{}
8,6,01/18/2014 05:45:06,{}
8,6,01/18/2014 05:45:07,{}
8,6,01/18/2014 05:45:07,{}
8,5,01/18/2014 05:45:10,{'qid': '1455'}
8,5,01/18/2014 05:45:46,{'qid': '1455'}
8,6,01/18/2014 05:46:07,{}
8,5,01/18/2014 05:46:31,{'qid': '1455'}
8,5,01/18/2014 05:47:00,{'qid': '1455'}
8,6,01/18/2014 05:47:07,{}
8,5,01/18/2014 05:47:08,{'qid': '1455'}
8,6,01/18/2014 05:48:07,{}
8,3,01/18/2014 05:49:05,"{'qid': '117086', 'qno': '2'}"
8,6,01/18/2014 05:49:07,{}
8,6,01/18/2014 05:50:05,{}
8,6,01/18/2014 05:50:06,{}
8,6,01/18/2014 05:50:07,{}
8,6,01/18/2014 05:51:06,{}
8,6,01/18/2014 05:51:07,{}
8,3,01/18/2014 05:51:57,"{'qid': '1455', 'qno': '1'}"
8,6,01/18/2014 05:52:07,{}
8,6,01/18/2014 05:53:06,{}
8,6,01/18/2014 05:53:07,{}
8,6,01/18/2014 05:53:07,{}
8,6,01/18/2014 05:54:07,{}
8,5,01/18/2014 05:54:13,{'qid': '1455'}
8,5,01/18/2014 05:54:45,{'qid': '1455'}
8,5,01/18/2014 05:54:55,{'qid': '1455'}
8,6,01/18/2014 05:55:07,{}
8,5,01/18/2014 05:55:11,{'qid': '1455'}
8,5,01/18/2014 05:55:45,{'qid': '1455'}
8,6,01/18/2014 05:56:07,{}
8,6,01/18/2014 05:57:06,{}
8,6,01/18/2014 05:57:06,{}
8,6,01/18/2014 05:57:07,{}
8,6,01/18/2014 05:57:07,{}
8,5,01/18/2014 06:01:24,{'qid': '1455'}
8,5,01/18/2014 06:01:57,{'qid': '1455'}
8,6,01/18/2014 06:02:07,{}
8,5,01/18/2014 06:03:01,{'qid': '1455'}
8,6,01/18/2014 06:03:07,{}
8,6,01/18/2014 06:04:07,{}
8,6,01/18/2014 06:05:07,{}
8,5,01/18/2014 06:05:19,{'qid': '1455'}
8,6,01/18/2014 06:06:07,{}
8,6,01/18/2014 06:07:06,{}
8,6,01/18/2014 06:07:06,{}
8,6,01/18/2014 06:07:07,{}
8,6,01/18/2014 06:08:06,{}
8,6,01/18/2014 06:08:07,{}
8,6,01/18/2014 06:08:07,{}
8,6,01/18/2014 06:09:07,{}
8,6,01/18/2014 06:10:07,{}
8,6,01/18/2014 06:11:08,{}
8,6,01/18/2014 06:12:06,{}
8,6,01/18/2014 06:12:06,{}
8,6,01/18/2014 06:12:07,{}
8,6,01/18/2014 06:13:06,{}
8,6,01/18/2014 06:13:07,{}
8,6,01/18/2014 06:13:07,{}
8,6,01/18/2014 06:14:07,{}
8,5,01/18/2014 06:15:04,{'qid': '1455'}
8,6,01/18/2014 06:15:07,{}
8,5,01/18/2014 06:15:56,{'qid': '1455'}
8,4,01/18/2014 06:16:05,"{'qid': '1455', 'qno': '1'}"
8,3,01/18/2014 06:16:05,"{'qid': '117086', 'qno': '2'}"
8,6,01/18/2014 06:16:07,{}
8,6,01/18/2014 06:17:08,{}
8,6,01/18/2014 06:18:06,{}
8,6,01/18/2014 06:18:06,{}
8,6,01/18/2014 06:18:07,{}
8,6,01/18/2014 06:18:07,{}
8,6,01/18/2014 06:19:07,{}
8,6,01/18/2014 06:20:07,{}
8,6,01/18/2014 06:20:07,{}
8,6,01/18/2014 06:20:07,{}
8,6,01/18/2014 06:21:07,{}
8,6,01/18/2014 06:22:07,{}
8,6,01/18/2014 06:23:07,{}
8,6,01/18/2014 06:24:07,{}
8,6,01/18/2014 06:25:07,{}
8,6,01/18/2014 06:25:07,{}
8,6,01/18/2014 06:25:07,{}
8,6,01/18/2014 06:26:07,{}
8,6,01/18/2014 06:27:07,{}
8,6,01/18/2014 06:28:07,{}
8,6,01/18/2014 06:29:07,{}
8,6,01/18/2014 06:30:07,{}
8,6,01/18/2014 06:30:07,{}
8,6,01/18/2014 06:30:07,{}
8,6,01/18/2014 06:31:07,{}
8,6,01/18/2014 06:32:07,{}
8,5,01/18/2014 06:32:19,{'qid': '117086'}
8,5,01/18/2014 06:32:36,{'qid': '117086'}
8,6,01/18/2014 06:33:07,{}
8,5,01/18/2014 06:33:45,{'qid': '117086'}
8,6,01/18/2014 06:34:07,{}
8,5,01/18/2014 06:34:16,{'qid': '117086'}
8,6,01/18/2014 06:35:06,{}
8,6,01/18/2014 06:35:07,{}
8,6,01/18/2014 06:35:07,{}
8,5,01/18/2014 06:35:16,{'qid': '117086'}
8,6,01/18/2014 06:36:07,{}
8,5,01/18/2014 06:36:58,{'qid': '117086'}
8,6,01/18/2014 06:37:07,{}
8,6,01/18/2014 06:38:06,{}
8,6,01/18/2014 06:38:06,{}
8,6,01/18/2014 06:38:07,{}
8,5,01/18/2014 06:39:03,{'qid': '117086'}
8,6,01/18/2014 06:39:06,{}
8,6,01/18/2014 06:39:07,{}
8,5,01/18/2014 06:39:54,{'qid': '117086'}
8,4,01/18/2014 06:40:04,"{'qid': '117086', 'qno': '2'}"
8,2,01/18/2014 06:40:05,{}
8,6,01/18/2014 06:40:06,{}
8,6,01/18/2014 06:40:07,{}
8,1,01/18/2014 05:11:06,{}
8,2,01/18/2014 05:11:07,{}
8,6,01/18/2014 05:11:08,{}
8,3,01/18/2014 05:11:11,"{'qid': '1455', 'qno': '1'}"
8,6,01/18/2014 05:12:07,{}
9,1,01/21/2014 12:24:18,{}
9,2,01/21/2014 12:24:19,{}
9,6,01/21/2014 12:24:19,{}
9,3,01/21/2014 12:24:31,"{'qid': '1455', 'qno': '1'}"
9,2,01/21/2014 12:25:06,{}
9,3,01/21/2014 12:25:09,"{'qid': '117086', 'qno': '2'}"
9,2,01/21/2014 12:25:17,{}
9,6,01/21/2014 12:25:18,{}
9,6,01/21/2014 12:25:19,{}
10,,,{}
11,,,{}
12,1,02/13/2014 14:02:01,{}
12,2,02/13/2014 14:02:02,{}
12,3,02/13/2014 14:02:09,"{'qid': '1455', 'qno': '1'}"
12,3,02/13/2014 14:02:25,"{'qid': '117086', 'qno': '2'}"
12,3,02/13/2014 14:02:27,"{'qid': '117086', 'qno': '2'}"
12,3,02/13/2014 14:02:31,"{'qid': '1455', 'qno': '1'}"
12,6,02/13/2014 14:03:03,{}
12,6,02/13/2014 14:04:01,{}
12,6,02/13/2014 14:04:01,{}
12,6,02/13/2014 14:04:02,{}
12,3,02/13/2014 14:05:00,"{'qid': '117086', 'qno': '2'}"
12,6,02/13/2014 14:05:02,{}
